epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.72496,0,0,120.845,0,0,0,0,0,0,0,0,0,0,0,111.57,0,0.00016,0.00016,0.00016
2,5.05382,0,0,115.274,0,0,0,0,0,0,0,0,0,0,0,111.57,0,0.000333268,0.000333268,0.000333268
